INDEX,INCOME,MARITAL STATUS,SEX,EDUCATION,JOB,TRAVEL TIME,USE,MILES CLOCKED,CAR TYPE,CAR AGE,CITY,POSTAL CODE
245,10729.74262,No,M,High School,Student,5.0,Private,16150.0,SUV,6.265017667844523,Washington,11435.0
246,0.0,No,M,High School,Home Maker,29.21560105,Private,17700.0,SUV,12.0,Washington,11435.0
247,3603.639121,Yes,F,High School,Student,53.30267191,Commercial,10850.0,Pickup,8.0,Washington,11435.0
248,32381.4663,Yes,F,High School,Blue Collar,25.13025898,Commercial,16980.0,Sports Car,1.0,Washington,11435.0
249,7504.658115,No,M,High School,Home Maker,36.98058526,Private,14300.0,SUV,6.265017667844523,Las Vegas,44412.0
250,75772.37801,No,F,High School,Blue Collar,41.08118853,Commercial,6400.0,Pickup,1.0,Las Vegas,44412.0
251,53209.5709,No,F,High School,Blue Collar,32.78794184,Commercial,23810.0,Panel Truck,8.0,Las Vegas,44412.0
252,0.0,No,F,High School,Student,22.84563443,Private,6600.0,SUV,1.0,Las Vegas,44412.0
253,2214.069804,No,M,High School,Home Maker,34.282098449290075,Private,17470.0,SUV,1.0,Las Vegas,44412.0
254,189554.8586,No,M,PhD,Doctor,34.62354793,Private,1500.0,SUV,16.0,Las Vegas,44412.0
255,50025.16216952308,No,M,High School,Student,54.74085716,Private,13591.978417266188,SUV,7.0,Las Vegas,44412.0
256,11953.74961,No,F,High School,Clerical,15.79729794,Private,10190.0,SUV,6.265017667844523,Las Vegas,44412.0
257,102903.8717,No,F,Masters,Blue Collar,47.0072688,Commercial,30460.0,Panel Truck,18.0,Las Vegas,44412.0
258,55726.86348,No,M,High School,Blue Collar,55.18763483,Commercial,7250.0,Pickup,6.0,Las Vegas,44412.0
259,12871.11929,Yes,F,Bachelors,Clerical,53.07316346,Private,16500.0,Minivan,6.0,Las Vegas,44412.0
260,0.0,No,M,High School,Student,34.38416804,Private,6000.0,SUV,7.0,Las Vegas,44412.0
261,55352.90711,Yes,F,High School,Blue Collar,41.1622157,Commercial,14090.0,SUV,6.0,Las Vegas,44412.0
262,105276.6218,No,M,Bachelors,Professional,30.04444658,Private,38000.0,Van,1.0,Las Vegas,44412.0
263,71197.08357,No,F,High School,Blue Collar,34.282098449290075,Commercial,14520.0,Minivan,6.0,Las Vegas,44412.0
264,33644.06944,No,M,High School,Blue Collar,41.25038713,Commercial,21020.0,Minivan,1.0,Las Vegas,44412.0
265,16227.42875,No,M,High School,Blue Collar,39.45747184,Private,20770.0,Van,1.0,Las Vegas,44412.0
266,66840.83124,Yes,F,Bachelors,Manager,12.38084695,Private,4700.0,SUV,6.265017667844523,Las Vegas,44412.0
267,46927.74799,No,M,Masters,Lawyer,52.63500496,Private,13591.978417266188,SUV,6.265017667844523,Las Vegas,44412.0
268,17566.51355,Yes,F,High School,Clerical,14.42381152,Private,6360.0,Minivan,5.0,Las Vegas,44412.0
269,58504.00815,No,F,Bachelors,Blue Collar,34.282098449290075,Commercial,20550.0,SUV,11.0,Las Vegas,44412.0
270,6017.600091,Yes,F,High School,Blue Collar,22.75884938,Private,9330.0,SUV,1.0,Las Vegas,44412.0
271,32708.12149,Yes,F,High School,Student,56.26995418,Private,13591.978417266188,Panel Truck,1.0,Las Vegas,44412.0
272,0.0,Yes,F,Bachelors,Student,50.48439684,Private,9270.0,SUV,10.0,Houston,44412.0
273,20764.88045,Yes,F,High School,Home Maker,19.49606134,Private,12510.0,Pickup,1.0,Las Vegas,44412.0
274,32956.01082,No,M,High School,Home Maker,34.282098449290075,Commercial,18150.0,SUV,1.0,Las Vegas,44412.0
275,0.0,No,F,Masters,Home Maker,43.01889446,Private,5600.0,Sports Car,20.0,Las Vegas,44412.0
276,50025.16216952308,Yes,F,Bachelors,Clerical,36.71745022,Private,31960.0,Sports Car,7.0,Las Vegas,44412.0
277,33391.56753,No,M,High School,Clerical,56.53915787,Private,8140.0,Sports Car,10.0,Las Vegas,44412.0
278,78866.44664,No,F,Bachelors,Blue Collar,34.282098449290075,Commercial,18270.0,Van,6.0,Las Vegas,44412.0
279,69475.68892,Yes,F,High School,Blue Collar,43.72727942,Private,12750.0,SUV,6.0,Houston,44412.0
280,96599.45597,No,M,Bachelors,Professional,42.32818937,Private,12180.0,Pickup,8.0,Las Vegas,44412.0
281,114546.7095,No,F,Masters,Blue Collar,28.82749322,Commercial,23760.0,Panel Truck,8.0,Las Vegas,44412.0
282,52626.24977,No,F,Bachelors,Clerical,34.282098449290075,Private,10300.0,Pickup,6.265017667844523,Las Vegas,44412.0
283,116869.5012,No,F,Masters,Manager,38.13377491,Private,11940.0,SUV,4.0,Las Vegas,44412.0
284,0.0,No,F,High School,Student,15.37930286,Private,5800.0,Sports Car,6.0,Las Vegas,44412.0
285,15251.52473,No,M,High School,Clerical,31.31505782,Private,3030.0,Sports Car,1.0,Las Vegas,44412.0
286,18408.39545,No,M,High School,Clerical,42.61911836,Private,7440.0,SUV,1.0,Las Vegas,50712.19666666666
287,50025.16216952308,No,M,High School,Clerical,36.53362365,Private,7660.0,SUV,6.265017667844523,Las Vegas,44412.0
288,50025.16216952308,Yes,F,High School,Blue Collar,60.88429215,Private,19550.0,Van,1.0,Las Vegas,44412.0
289,0.0,No,M,Bachelors,Student,11.65748273,Commercial,19940.0,SUV,7.0,Las Vegas,44412.0
